id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,gamma,beta,alpha_transformed,gamma_transformed,beta_transformed
10637_20140312,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1636.13479796787,-1628.07845991442,-1631.07845991442,-1637.41232431653,0.0361832535390377,-1.3220895221272,2.34124223299808,2.17274966831027,0.210470861510171,0.912235591545428,8.78239955646051
10638_20140516,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1567.88357726109,-1559.34926294313,-1562.34926294313,-1568.68312734523,0.0418353233193822,-2.20975300647369,2.98710090230307,1.75240533392385,0.0988780784184796,0.951987974966182,5.76846107740049
10662_20140415,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1085.14837043142,-1075.81208687935,-1078.81208687935,-1085.14595128145,0.168667771101978,-1.51786742868202,3.086000174172,1.24989872896796,0.179775766063465,0.956311557946415,3.48998950472593
10711_20140825,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1812.45141410758,-1805.167843179,-1808.167843179,-1814.50170758111,0.00836976470225448,-3.55909248806761,2.01190210716677,1.98933112583208,0.0276768337537332,0.882041070067908,7.31064222684467
10767_20140828,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1645.10170571392,-1637.25816625959,-1640.25816625959,-1646.59203066169,0.0257582187836962,0.495478752684605,2.77670662837376,2.55114065083533,0.62139623450631,0.941404037802437,12.8217205510206
10772_20140509,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1693.45645594087,-1684.29098750306,-1687.29098750306,-1693.62485190517,0.0149167578235179,-2.83568212063367,-1.99543844922043,2.53715167366847,0.0554261630216582,0.11968268812738,12.6436065161829
10811_20140801,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1594.74592795036,-1584.76441711646,-1587.76441711646,-1594.09828151857,0.0527784836880525,0.128290393687752,-1.00282594311574,2.75631838384355,0.532028681995103,0.26838617015624,15.7417809377931
10814_20140807,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1776.10206465804,-1768.62559827279,-1771.62559827279,-1777.95946267489,0.0154124601607928,-0.429505955669317,2.45870567614667,2.74617770358212,0.39424431096123,0.921195753715217,15.5829552319541
10822_20140703,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1546.46203060009,-1538.0444966118,-1541.0444966118,-1547.3783610139,0.0497292671687177,-1.31111232404427,2.68590735052819,2.0085200642103,0.212300771586901,0.936189929573177,7.45228028595251
10873_20141014,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1417.06533338518,-1407.88921644468,-1410.88921644468,-1417.22308084679,0.0996773772805858,-0.919655729984025,3.09231464555654,1.78205524025222,0.285028046880623,0.956574616217254,5.94205623067061
10891_20140925,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1688.34149752181,-1680.41906218146,-1683.41906218146,-1689.75292658356,0.0251372607374343,-2.38212538384575,2.66760876487566,2.05925313107793,0.0845459201483969,0.935088038169155,7.84011208705165
10895_20140709,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1837.3692947017,-1830.51232362106,-1833.51232362106,-1839.84618802317,0.00346207563073431,2.66222452152241,-2.71134194682241,4.29226772500845,0.934760456609871,0.0623074018162249,73.132124144761
10997_20140221,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1703.30076124124,-1693.81686077929,-1696.81686077929,-1703.1507251814,0.0211636163155275,-0.487148026966843,-1.59028507539318,2.99621767039501,0.380565649380628,0.16934379260402,20.0097102933026
11162_20140708,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1438.97519801889,-1428.57245557141,-1431.57245557141,-1437.90631997352,0.0667604149917626,0.0469942703513551,-1.40625844269226,2.55345155523791,0.51174640587703,0.196824868978028,12.8513845836612
11178_20140515,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1371.55142704122,-1362.90390612223,-1365.90390612223,-1372.23777052433,0.104521453949057,-0.769883256463245,2.53789762074027,1.90474929790151,0.316504360776123,0.926756246929089,6.71772326918702
11216_20141008,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1751.22845071325,-1742.65869114093,-1745.65869114093,-1751.99255554303,0.0168296934869908,-2.21361357780011,3.67069902444673,1.86629705667755,0.0985346291433661,0.975173385040978,6.46431503368201
11228_20140911,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1243.10060604049,-1233.67201328631,-1236.67201328631,-1243.00587768842,0.121875076522405,-1.39473842464467,4.39704083565137,1.4691463138154,0.198652371681172,0.987836059039451,4.34552384347637
11229_20140212,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1745.65015278652,-1738.07454436902,-1741.07454436902,-1747.40840877113,0.0198186920902103,-0.175663805210596,2.67250356977525,2.74237303644552,0.456196630344283,0.935384513004367,15.5237799168629
