id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,gamma,beta,alpha_transformed,gamma_transformed,beta_transformed
10637_20140312,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1634.26055046902,-1626.03415459429,-1629.03415459429,-1635.3680189964,0.0369657287061099,-0.891663104068537,1.87296883398081,2.54193178753778,0.290766740405667,0.866801422713145,12.7041890754582
10638_20140516,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1566.97039676057,-1557.88609943189,-1560.88609943189,-1567.219963834,0.0433869844081635,-1.68102798395574,1.39195270054703,2.20331752425775,0.156959394844056,0.800903797698706,9.05500392011292
10662_20140415,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1068.46370463641,-1059.15101525767,-1062.15101525767,-1068.48487965978,0.173456529771474,-1.07340419150615,2.96644750392659,1.69188366196292,0.254756240300426,0.951035111569213,5.429698795487
10711_20140825,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1810.62616402427,-1803.38384550088,-1806.38384550088,-1812.71770990299,0.00891272016560585,-3.28958877130581,1.94136272800168,2.25815034193838,0.0359300877633261,0.874501777069782,9.56538011152909
10767_20140828,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1639.44898226283,-1632.33202712559,-1635.33202712559,-1641.66589152769,0.0255448050909245,1.99947656391225,2.62457157343278,2.93413835652125,0.880742109591095,0.932426319783368,18.8052926945611
10772_20140509,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1693.60079439639,-1684.20455592979,-1687.20455592979,-1693.53842033189,0.0147216256686514,-2.69428693062329,-2.23556658620669,2.64717128894934,0.0633113140942605,0.0966017537429273,14.1140575340133
10811_20140801,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1594.82246933118,-1584.76293573138,-1587.76293573138,-1594.09680013348,0.0527564302549578,0.727599673322019,-1.32149437796009,2.99441463898436,0.674278316562712,0.210569775370307,19.973664662593
10814_20140807,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1770.59098842549,-1763.20382328741,-1766.20382328741,-1772.53768768952,0.0170366349761522,0.223667631469486,2.84431517565401,3.07418380067662,0.555684954292552,0.945024081983781,21.6322185019566
10822_20140703,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1536.79158489576,-1528.45524037547,-1531.45524037547,-1537.78910477758,0.0515572279970198,-0.716694349295709,3.04388889593164,2.40858457923836,0.328121324667028,0.954517958244639,11.1182130530187
10873_20141014,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1401.4844528245,-1391.97913295102,-1394.97913295102,-1401.31299735313,0.102799176015374,-0.402932903228346,4.79481483383397,2.21161895418237,0.400607882774714,0.991795342798057,9.13048627287346
10891_20140925,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1682.12058017495,-1674.11598414112,-1677.11598414112,-1683.44984854323,0.0250532163025927,-1.91094496826681,2.47119148541262,2.41857212423993,0.128874727098403,0.922097396836818,11.2298130837035
10895_20140709,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1837.62722167718,-1830.75707346629,-1833.75707346629,-1840.0909378684,0.00341594522337829,2.72304258861454,-2.75649047073013,4.32944512127539,0.938372719543531,0.0597211376719714,75.9021583894105
10997_20140221,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1703.44213169451,-1693.81624651151,-1696.81624651151,-1703.15011091362,0.0211613451085946,-0.223611726540696,-1.77716615247269,3.15232941364838,0.444328848631818,0.144653409685329,23.390487290169
11162_20140708,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1439.05281767965,-1428.57228998729,-1431.57228998729,-1437.90615438939,0.0667583156495961,0.455887418118299,-1.62612519925177,2.73295126994518,0.612038105121082,0.164361861739431,15.3782053489596
11178_20140515,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1371.57604053249,-1361.91564743716,-1364.91564743716,-1371.24951183926,0.105168627638153,0.15953279121546,0.686711885037213,2.45393558917628,0.539798824553293,0.665235070478082,11.6340435541443
11216_20141008,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1742.33860226471,-1734.24911561737,-1737.24911561737,-1743.58298001948,0.0183021936672741,-1.80579754560536,3.13604701955882,2.31199877971318,0.141146797800777,0.958355401497443,10.0945813483201
11228_20140911,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1237.23750748417,-1227.93134773266,-1230.93134773266,-1237.26521213477,0.122570885195041,-0.754027646341715,1.98682453939729,1.97035455169671,0.319944330917115,0.879406783890508,7.17321931461714
11229_20140212,mmclock_meg,decay_factorize_selective_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1742.93840110783,-1735.51046361021,-1738.51046361021,-1744.84432801231,0.0205460231987552,0.625780030583824,2.050409796515,3.1167907111186,0.65153198222151,0.885989019829202,22.5738173677143
